step,elapsed_seconds,sensor_id,congestion
4,1200,1202720,0.0
4,1200,1202724,0.0
4,1200,1202738,0.0
4,1200,1202742,0.0
4,1200,1202753,0.0
4,1200,1202766,0.0
4,1200,1202779,0.0
4,1200,1202785,0.0
4,1200,1202789,0.0
4,1200,1202803,0.0
4,1200,1202814,0.0
4,1200,1202827,0.0
4,1200,1202840,0.0
4,1200,1202844,0.0
4,1200,1202855,0.0
4,1200,1202859,0.0
4,1200,1202872,0.0
4,1200,1202885,0.0
4,1200,1202901,0.0
4,1200,1202912,0.0
4,1200,1202917,0.0
4,1200,1202921,0.0
4,1200,1202929,0.0
4,1200,1202938,0.0
4,1200,1202949,0.0
4,1200,1202960,0.0
4,1200,1202964,0.0
4,1200,1202977,0.0
4,1200,1202981,0.0
4,1200,1202993,0.0
4,1200,1203016,0.0
4,1200,1203021,0.0
4,1200,1203035,0.0
4,1200,1203040,0.0
4,1200,1203050,0.0
4,1200,1203057,0.0
4,1200,1203071,0.0
4,1200,1203076,0.0
4,1200,1203082,0.0
4,1200,1203084,0.0
4,1200,1203090,0.0
4,1200,1203095,0.0
4,1200,1203110,0.0
4,1200,1203124,4.825818450626684e-06
4,1200,1203136,0.0
4,1200,1203148,0.0
4,1200,1203172,0.0
4,1200,1203184,0.0
4,1200,1203188,0.0
4,1200,1203206,0.0
4,1200,1203221,0.0
4,1200,1203239,0.0
4,1200,1203254,0.0
4,1200,1203266,0.0
4,1200,1203271,0.0
4,1200,1203284,0.0
4,1200,1203288,0.0
4,1200,1203303,0.0
4,1200,1203317,0.0
4,1200,1203331,0.0
4,1200,1203342,0.0
4,1200,1203361,0.0
4,1200,1203387,0.0
4,1200,1203400,0.0
4,1200,1203428,0.0
4,1200,1203440,0.0
4,1200,1203468,0.0
4,1200,1203481,0.0
4,1200,1203495,0.0
4,1200,1203506,0.0
4,1200,1203513,0.0
4,1200,1203524,0.0
4,1200,1203536,0.0
4,1200,1203549,0.0
4,1200,1203561,0.0
4,1200,1203573,0.0
4,1200,1203589,0.0
5,1500,1201054,0.3707398474216461
5,1500,1201066,0.2619294822216034
5,1500,1201076,0.5464528203010559
5,1500,1201087,0.3652353882789612
5,1500,1201100,0.0
5,1500,1201112,0.2520202100276947
5,1500,1201118,0.2601475715637207
5,1500,1201125,0.08271479606628418
5,1500,1201145,0.04542028158903122
5,1500,1201159,0.2652994990348816
5,1500,1201171,0.06585918366909027
5,1500,1201185,0.10963810980319977
5,1500,1201197,0.0015944275073707104
5,1500,1201211,0.118663489818573
5,1500,1201217,0.00495375320315361
5,1500,1201222,0.09062559902667999
5,1500,1201240,0.018387218937277794
5,1500,1201254,0.03472023829817772
5,1500,1201270,0.0002895968791563064
5,1500,1201283,0.03224775195121765
5,1500,1201292,0.0009161976631730795
5,1500,1201298,0.02098025381565094
5,1500,1201315,0.002975747687742114
5,1500,1201333,0.007496816571801901
5,1500,1201350,0.0001547191641293466
5,1500,1201365,0.006549260579049587
5,1500,1201382,8.830942874737957e-07
5,1500,1201399,0.002489177044481039
5,1500,1201406,2.3550794594484614e-06
5,1500,1201410,7.700724609094323e-07
5,1500,1201419,0.0002526017196942121
5,1500,1201430,0.0006946629728190601
5,1500,1201453,5.648698061122559e-05
5,1500,1201469,0.0
5,1500,1201481,4.562340836855583e-05
5,1500,1201497,0.0
5,1500,1201510,3.291342636657646e-06
5,1500,1201525,0.0
5,1500,1201541,0.0
5,1500,1201558,0.0
5,1500,1201589,0.0
5,1500,1201606,0.0
5,1500,1201620,0.0
5,1500,1201637,0.0
5,1500,1201653,0.0
5,1500,1201671,0.0
5,1500,1201687,0.0
5,1500,1201705,0.0
5,1500,1201719,0.0
5,1500,1201735,0.0
5,1500,1201751,0.0
