sample,input_t,sensor_id,speed,volume,temp,precipitation,visibility,wind_speed,humidity,pressure,target_t0
0,0,1201054,1.2249048948287964,-1.2249048948287964,0.5367282629013062,0.0,0.0,2.726085662841797,-0.014532514847815037,0.0,0.9775776267051697
0,0,1201066,0.7726051211357117,-0.7726051211357117,0.5367282629013062,0.0,0.0,2.726085662841797,-0.014532514847815037,0.0,0.7724983096122742
0,0,1201076,1.404897689819336,-1.404897689819336,0.5367282629013062,0.0,0.0,2.726085662841797,-0.014532514847815037,0.0,1.3538898229599
0,0,1201087,1.6656323671340942,-1.6656323671340942,0.5367282629013062,0.0,0.0,2.726085662841797,-0.014532514847815037,0.0,1.5417838096618652
0,0,1201100,-0.7019487023353577,0.7019487023353577,0.5367282629013062,0.0,0.0,2.726085662841797,-0.014532514847815037,0.0,0.19871829450130463
0,1,1201054,1.0804336071014404,-1.0804336071014404,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,0.9775776267051697
0,1,1201066,0.43444448709487915,-0.43444448709487915,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,0.7724983096122742
0,1,1201076,1.6087303161621094,-1.6087303161621094,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,1.3538898229599
0,1,1201087,1.3757951259613037,-1.3757951259613037,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,1.5417838096618652
0,1,1201100,0.016157079488039017,-0.016157079488039017,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,0.19871829450130463
0,2,1201054,1.2745068073272705,-1.2745068073272705,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,0.9775776267051697
0,2,1201066,0.21815477311611176,-0.21815477311611176,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,0.7724983096122742
0,2,1201076,1.7354671955108643,-1.7354671955108643,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,1.3538898229599
0,2,1201087,1.3104499578475952,-1.3104499578475952,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,1.5417838096618652
0,2,1201100,-0.3072291612625122,0.3072291612625122,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,0.19871829450130463
1,0,1201054,1.0804336071014404,-1.0804336071014404,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,1.0566853284835815
1,0,1201066,0.43444448709487915,-0.43444448709487915,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,0.6489346027374268
1,0,1201076,1.6087303161621094,-1.6087303161621094,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,1.622336983680725
1,0,1201087,1.3757951259613037,-1.3757951259613037,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,1.210124135017395
1,0,1201100,0.016157079488039017,-0.016157079488039017,0.517642080783844,0.0,0.0,2.7253615856170654,0.008552548475563526,0.0,-0.36973676085472107
1,1,1201054,1.2745068073272705,-1.2745068073272705,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,1.0566853284835815
1,1,1201066,0.21815477311611176,-0.21815477311611176,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,0.6489346027374268
1,1,1201076,1.7354671955108643,-1.7354671955108643,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,1.622336983680725
1,1,1201087,1.3104499578475952,-1.3104499578475952,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,1.210124135017395
1,1,1201100,-0.3072291612625122,0.3072291612625122,0.4985558092594147,0.0,0.0,2.724637508392334,0.031637612730264664,0.0,-0.36973676085472107
1,2,1201054,0.8945096135139465,-0.8945096135139465,0.4794695973396301,0.0,0.0,2.7239134311676025,0.05472267419099808,0.0,1.0566853284835815
1,2,1201066,0.07674911618232727,-0.07674911618232727,0.4794695973396301,0.0,0.0,2.7239134311676025,0.05472267419099808,0.0,0.6489346027374268
1,2,1201076,1.4757336378097534,-1.4757336378097534,0.4794695973396301,0.0,0.0,2.7239134311676025,0.05472267419099808,0.0,1.622336983680725
1,2,1201087,1.5916093587875366,-1.5916093587875366,0.4794695973396301,0.0,0.0,2.7239134311676025,0.05472267419099808,0.0,1.210124135017395
1,2,1201100,0.23005610704421997,-0.23005610704421997,0.4794695973396301,0.0,0.0,2.7239134311676025,0.05472267419099808,0.0,-0.36973676085472107
